city;datetime;CO;NO2;O3;PM10;PM2.5;SO2;temperature_c;humidity_percent;wind_speed_kmh;precipitation_mm;C6H6;NOx;air_quality_good;year;month;datetime_parsed;CO_8h_avg;CO_z;NO2_z;O3_z;PM10_z;PM2.5_z;SO2_z;temperature_c_z;humidity_percent_z;wind_speed_kmh_z;precipitation_mm_z;C6H6_z;NOx_z;CO_8h_avg_z
Lisboa;05/09/25 01:00;0.96;25.2;84.09;11.82;9.12;6.75;18.9;82.0;16.2;0.0;;;True;2025;9;2025-09-05 01:00:00;;-0.7181105151809444;-1.3830932801953144;0.8812822290537672;-1.0388952803429843;-0.873607152434454;0.09729170914830046;0.05147680390841269;1.5843016628269633;1.1796423582918036;-0.0765263661374076;;;
Lisboa;05/09/25 02:00;0.75;26.4;86.2;13.24;8.87;5.11;18.8;80.0;15.5;0.0;;;True;2025;9;2025-09-05 02:00:00;;-0.86720816143917;-1.3608925776921346;1.0070239473864615;-0.8882830327571667;-0.909893750766843;-0.44041153256853227;0.039468005214784066;1.478758199881119;1.0656978987689527;-0.0765263661374076;;;
Lisboa;05/09/25 03:00;0.87;25.16;74.41;15.18;10.84;5.76;18.6;79.0;11.5;0.0;;;True;2025;9;2025-09-05 03:00:00;;-0.7820095064344698;-1.3838333036120871;0.3044197487407423;-0.6825170043652751;-0.6239553559076176;-0.22729744286369016;0.015450407827526403;1.4259864684081969;0.4145867014955174;-0.0765263661374076;;;
Lisboa;05/09/25 04:00;0.51;13.59;68.57;17.48;13.14;5.03;18.3;77.0;11.3;0.0;;;True;2025;9;2025-09-05 04:00:00;;-1.0376054714485707;-1.59788507691358;-0.04360472285306608;-0.43856758926148603;-0.2901186512496388;-0.46664095899374364;-0.02057598825336031;1.3204430054623524;0.38203114163184576;-0.0765263661374076;;;
Lisboa;05/09/25 05:00;0.61;15.89;78.79;14.7;13.68;6.2;18.6;72.0;9.4;0.0;;;True;2025;9;2025-09-05 05:00:00;;-0.9666065922779871;-1.555333730449152;0.565438102436099;-0.7334281866478051;-0.21173959885167873;-0.08303559752502757;0.015450407827526403;1.0565843480977417;0.07275332292696396;-0.0765263661374076;;;
Lisboa;05/09/25 06:00;0.93;21.75;78.83;21.93;7.77;3.32;18.5;72.0;8.7;0.0;;;True;2025;9;2025-09-05 06:00:00;0.7716666666666666;-0.7394101789321195;-1.4469202998919566;0.5678218316935904;0.03342149648280134;-1.0695547834293544;-1.0272949488326366;0.0034416091338973567;1.0565843480977417;-0.041191136595887384;-0.0765263661374076;;;-1.0999600101221185
Lisboa;05/09/25 07:00;2.02;38.56;89.44;32.45;31.74;9.45;18.0;75.0;9.3;0.0;;;True;2025;9;2025-09-05 07:00:00;0.9500000000000001;0.03447760402724217;-1.1359254589932448;1.2001060172433;1.1492249081749148;2.409604264680102;0.9825348509991836;-0.05660238433424702;1.2148995425165081;0.056475542995128136;-0.0765263661374076;;;-0.9357403673135158
Lisboa;05/09/25 08:00;1.65;38.69;98.8;40.52;23.98;12.98;18.2;74.0;8.8;0.0;;;True;2025;9;2025-09-05 08:00:00;1.0375;-0.22821824890391734;-1.133520382888734;1.7578986634963898;2.0051691602999484;1.283268252442748;2.139908292011635;-0.03258478694698935;1.162127811043586;-0.024913356664051273;-0.0765263661374076;;;-0.8551653089261175
Lisboa;05/09/25 09:00;1.66;40.94;73.16;28.12;20.3;10.91;19.3;68.0;9.8;0.0;;;True;2025;9;2025-09-05 09:00:00;1.125;-0.22111836098685897;-1.0918940656952716;0.2299282094441224;0.6899636180012597;0.7491295249899819;1.4612218832592911;0.09951199868292844;0.845497422206053;0.13786444265430753;-0.0765263661374076;;;-0.7745902505387192
Lisboa;05/09/25 10:00;1.51;37.77;70.86;29.43;29.19;8.3;21.2;58.0;10.1;0.0;;;True;2025;9;2025-09-05 10:00:00;1.22;-0.3276166797427344;-1.150540921474505;0.09286377713834196;0.8289087196473307;2.0394809616897347;0.6054868461367707;0.3276791738618769;0.3177801074768312;0.18669778244981503;-0.0765263661374076;;;-0.6871087585752581
Lisboa;05/09/25 11:00;1.75;30.82;86.44;26.23;23.78;6.4;22.9;53.0;10.5;0.0;;;True;2025;9;2025-09-05 11:00:00;1.33;-0.15721936973333364;-1.2791199901387553;1.0213263229314122;0.48950083776379827;1.2542389737768367;-0.017462031461999115;0.5318287516535677;0.05392145011222037;0.2518089021771586;-0.0765263661374076;;;-0.5858143994596715
Lisboa;05/09/25 12:00;1.36;48.7;79.52;36.2;14.86;10.03;24.6;45.0;9.7;0.0;;;True;2025;9;2025-09-05 12:00:00;1.4362499999999998;-0.43411499849860974;-0.9483295228413747;0.6089411613853244;1.5469685197571796;-0.04046685472280273;1.172698192581966;0.7359783294452589;-0.36825240167115697;0.12158666272247143;-0.0765263661374076;;;-0.48797325713211653
Lisboa;05/09/25 13:00;1.34;48.99;74.51;28.29;26.13;7.78;26.3;39.0;8.4;0.0;;;True;2025;9;2025-09-05 13:00:00;1.5274999999999999;-0.4483147743327265;-0.942964353069773;0.3103790718844724;0.7079946617263222;1.595332998101293;0.43499557437289676;0.9401279072369497;-0.68488279050869;-0.09002447639139485;-0.0765263661374076;;;-0.4039449819566867
Lisboa;05/09/25 14:00;1.35;46.61;82.4;32.87;14.71;7.34;27.4;36.0;7.2;0.0;;;True;2025;9;2025-09-05 14:00:00;1.58;-0.44121488641566814;-0.9869957463677465;0.7805696679247373;1.1937721926721279;-0.062238813722235914;0.29073372903423417;1.072224692866867;-0.8431979849274566;-0.2853578355734255;-0.0765263661374076;;;-0.3555999469242475
Lisboa;05/09/25 15:00;1.31;41.75;64.58;33.57;25.5;8.26;28.3;34.0;6.0;0.0;;;True;2025;9;2025-09-05 15:00:00;1.49125;-0.46961443808390163;-1.0769085915056251;-0.2813817162878765;1.268017666834151;1.5038907703036728;0.5923721329241648;1.1803038811095272;-0.9487414478733008;-0.4806911947554561;-0.0765263661374076;;;-0.4373260775743231
Lisboa;05/09/25 16:00;1.6;37.88;88.76;19.42;16.66;7.65;29.0;35.0;8.4;0.0;;;True;2025;9;2025-09-05 16:00:00;1.485;-0.26371768848920907;-1.1485058570783802;1.1595826198659394;-0.23280156086959428;0.2207966532703981;0.39237275643192837;1.264365471964929;-0.8959697164003787;-0.09002447639139485;-0.0765263661374076;;;-0.44308143888770857
Lisboa;05/09/25 17:00;1.56;53.3;81.47;27.61;25.39;15.63;27.9;40.0;14.2;0.0;;;True;2025;9;2025-09-05 17:00:00;1.4725000000000001;-0.2921172401574425;-0.8632268299125186;0.7251479626880517;0.6358704868260716;1.4879246670374218;3.0087580423467615;1.1322686863350113;-0.6321110590357678;0.8540867596550861;-0.0765263661374076;;;-0.45459216151447973
Lisboa;05/09/25 18:00;1.89;63.64;73.95;34.7;26.15;11.8;26.1;42.0;15.8;0.0;;;True;2025;9;2025-09-05 18:00:00;1.52;-0.05782093889451664;-0.6719307766767851;0.27700686227958654;1.3878710751242738;1.598235925967884;1.7530242522397677;0.916110309849692;-0.5265675960899235;1.1145312385644603;-0.0765263661374076;;;-0.4108514155327493
Lisboa;05/09/25 19:00;1.71;27.13;78.93;33.74;28.68;11.96;24.0;46.0;16.1;0.0;;;True;2025;9;2025-09-05 19:00:00;1.5150000000000001;-0.18561892140156713;-1.3473871503360335;0.5737811548373205;1.2860487105592138;1.9654563010916608;1.8054831050901905;0.6639255372834855;-0.31548067019823484;1.1633645783599682;-0.0765263661374076;;;-0.4154557045834577
Lisboa;05/09/25 20:00;1.23;39.95;91.33;20.04;18.08;8.56;22.0;51.0;13.0;0.0;;;True;2025;9;2025-09-05 20:00:00;1.49875;-0.5264135414203686;-1.110209645260395;1.3127372246597895;-0.16704128375466012;0.4269045317983673;0.6907324820187076;0.42374956341090797;-0.05162201283362397;0.6587534004730556;-0.0765263661374076;;;-0.4304196439982603
Lisboa;05/09/25 21:00;1.5;22.99;78.42;34.45;15.94;5.83;21.1;49.0;8.9;0.0;;;True;2025;9;2025-09-05 21:00:00;1.5187499999999998;-0.33471656765979274;-1.4239795739720043;0.5433886068042992;1.3613548343521227;0.11629125007311772;-0.20434669474163014;0.31567037516824825;-0.15716547577946832;-0.00863557673221545;-0.0765263661374076;;;-0.4120024877954266
Lisboa;05/09/25 22:00;1.15;26.76;71.58;12.62;8.03;4.71;20.7;52.0;5.2;0.0;;;True;2025;9;2025-09-05 22:00:00;1.49375;-0.5832126447568355;-1.3542323669411804;0.13577090377319495;-0.9540433098721012;-1.03181672116367;-0.5715586646945892;0.2676351803937325;0.0011497186392981989;-0.6109134342101431;-0.0765263661374076;;;-0.4350239330489689
Lisboa;05/09/25 23:00;0.59;14.28;69.41;10.3;12.42;4.12;20.1;54.0;4.0;0.0;;;True;2025;9;2025-09-05 23:00:00;1.40375;-0.9808063681121038;-1.5851196729742516;0.006453591554262696;-1.2001140242376622;-0.3946240544469192;-0.765000684580523;0.19558238823195953;0.10669318158514254;-0.8062467933921738;-0.0765263661374076;;;-0.5179011359617214
Lisboa;06/09/25 00:00;0.46;11.77;46.72;12.71;7.17;4.03;19.6;56.0;2.5;0.0;;;True;2025;9;2025-09-06 00:00:00;1.26125;-1.0731049110338626;-1.6315561423767362;-1.3457168297579816;-0.9444974631941266;-1.156642619427088;-0.7945087893088856;0.13553839476381516;0.21223664453098687;-1.050413492369712;-0.0765263661374076;;;-0.6491233739069132
Lisboa;06/09/25 01:00;0.43;13.89;40.2;7.04;9.82;2.55;19.3;58.0;1.5;0.0;;;True;2025;9;2025-09-06 01:00:00;1.12;-1.0944045747850377;-1.592334901287785;-1.7342646987291508;-1.545885803906511;-0.7720046771037646;-1.279753178175296;0.09951199868292844;0.3177801074768312;-1.2131912916880707;-0.0765263661374076;;;-0.7791945395894276
Lisboa;06/09/25 02:00;0.77;12.26;38.31;17.0;0.1;3.64;18.7;60.0;2.3;0.0;;;True;2025;9;2025-09-06 02:00:00;0.98;-0.8530083856050532;-1.622490855521271;-1.84689590614564;-0.4894787715440159;-2.182827620267049;-0.922377243131791;0.027459206521155022;0.42332357042267554;-1.0829690522333837;-0.0765263661374076;;;-0.9081146330092651
Lisboa;06/09/25 03:00;0.63;15.47;42.77;6.2;6.36;1.53;18.3;61.0;1.6;0.0;;;True;2025;9;2025-09-06 03:00:00;0.845;-0.9524068164438703;-1.5631039763252648;-1.5811100939353002;-1.6349803729009385;-1.2742111980240283;-1.6141783650967405;-0.02057598825336031;0.47609530189559773;-1.1969135117562348;-0.0765263661374076;;;-1.0324304373783941
Lisboa;06/09/25 04:00;0.41;10.42;47.1;15.32;11.08;3.61;17.8;67.0;1.8;0.0;;;True;2025;9;2025-09-06 04:00:00;0.7424999999999999;-1.1086043506191545;-1.6565319326928134;-1.323071401811809;-0.6676679095328705;-0.5891202215085242;-0.9322132780412454;-0.08061998172150468;0.7927256907331307;-1.164357951892563;-0.0765263661374076;;;-1.126818362917918
Lisboa;06/09/25 05:00;0.48;12.26;43.54;12.61;9.9;2.45;17.3;73.0;3.8;0.0;;;True;2025;9;2025-09-06 05:00:00;0.615;-1.0589051351997458;-1.622490855521271;-1.5352233057285827;-0.9551039595029872;-0.7603929656374002;-1.31253996120681;-0.14066397518964904;1.1093560795706638;-0.8388023532558455;-0.0765263661374076;;;-1.2442277337109842
Lisboa;06/09/25 06:00;0.36;19.02;40.68;12.19;8.93;4.17;17.0;77.0;3.1;0.0;;;True;2025;9;2025-09-06 06:00:00;0.51625;-1.1441037902044462;-1.497426898086691;-1.7056599476392489;-0.9996512440002009;-0.9011849671670695;-0.7486072930647658;-0.17669037127053577;1.3204430054623524;-0.9527468127786967;-0.0765263661374076;;;-1.3351624424624768
Lisboa;06/09/25 07:00;1.31;30.82;53.89;17.98;16.28;10.19;17.2;76.0;0.5;0.0;;;True;2025;9;2025-09-06 07:00:00;0.60625;-0.46961443808390163;-1.2791199901387553;-0.9184333603525697;-0.3855351077171841;0.165641023805167;1.2251570454323888;-0.1526727738832781;1.2676712739894302;-1.3759690910064295;-0.0765263661374076;;;-1.252285239549724
Lisboa;06/09/25 08:00;1.16;34.4;41.79;27.08;21.16;6.26;17.4;77.0;2.4;0.0;;;True;2025;9;2025-09-06 08:00:00;0.69375;-0.5761127568397771;-1.2128878943376018;-1.6395114607438506;0.5796560563891113;0.8739554232533999;-0.06336352770611918;-0.12865517649602043;1.3204430054623524;-1.0666912723015478;-0.0765263661374076;;;-1.1717101811623256
Lisboa;06/09/25 09:00;1.4;40.78;65.95;20.3;17.16;7.42;18.4;73.0;1.5;0.0;;;True;2025;9;2025-09-06 09:00:00;0.815;-0.4057154468303764;-1.0948541593623622;-0.19973898921878083;-0.13946439335162295;0.2933698499351761;0.31696315545944553;-0.00856718955973169;1.1093560795706638;-1.2131912916880707;-0.0765263661374076;;;-1.060056171682645
Lisboa;06/09/25 10:00;0.89;17.91;61.55;23.4;20.02;4.33;20.3;63.0;1.1;0.0;;;True;2025;9;2025-09-06 10:00:00;0.83;-0.767809730600353;-1.5179625479021324;-0.4619492075428832;0.18933699222304898;0.708488534857706;-0.6961484402143431;0.21959998561921718;0.5816387648414421;-1.2783024114154142;-0.0765263661374076;;;-1.0462433045305195
Lisboa;06/09/25 11:00;1.06;21.24;66.59;17.46;19.14;6.74;22.8;52.0;3.4;0.0;;;True;2025;9;2025-09-06 11:00:00;0.88375;-0.6471116360103607;-1.4563555984558083;-0.1615993210989114;-0.44068888852325805;0.580759708727697;0.09401303084514911;0.5198199529599391;0.0011497186392981989;-0.9039134729831889;-0.0765263661374076;;;-0.9967471972354033
Lisboa;06/09/25 12:00;0.97;24.3;58.54;24.07;12.94;6.02;25.3;47.0;7.1;0.0;;;True;2025;9;2025-09-06 12:00:00;0.95375;-0.711010627263886;-1.3997438070726995;-0.6413248341691439;0.2604005174924138;-0.3191479299155502;-0.14205180698175332;0.820039920300661;-0.26270893872531265;-0.3016356155052614;-0.0765263661374076;;;-0.9322871505254847
